qid,occurrence,label,description,instance_of,uri
Q1487508,1,Alfred von Wolzogen,German writer (1823–1883),Q5,http://wikidata.org/entity/Q1487508
Q48934340,1,Auguste Jullien,French journalist and diplomat (1802-1854),Q5,http://wikidata.org/entity/Q48934340
Q2718795,1,Marc-Antoine Jullien de Paris,French revolutionary and man of letters (1775–1848),Q5,http://wikidata.org/entity/Q2718795
Q15727916,1,Marc-Antoine Jullien,French politician (1744–1821),Q5,http://wikidata.org/entity/Q15727916
Q5998584,1,Compagnie du chemin de fer de Paris à Orléans,defunct French railway company (1838–1934),Q740752,http://wikidata.org/entity/Q5998584
Q2990118,1,Compagnie du chemin de fer de Paris à Lyon,,Q249556,http://wikidata.org/entity/Q2990118
Q669364,1,Berka vor dem Hainich,municipality of Germany,Q116457956,http://wikidata.org/entity/Q669364
Q2945497,1,Centre Européen de Sociologie et de Science Politique,,Q7315155,http://wikidata.org/entity/Q2945497
Q16650619,1,Carl-Henrik Wittrock,Swedish translator,Q5,http://wikidata.org/entity/Q16650619
Q97125221,1,Annette Coppee,,Q5,http://wikidata.org/entity/Q97125221
Q693513,1,Brasschaat,"municipality in Antwerp, Belgium",Q493522,http://wikidata.org/entity/Q693513
Q498540,1,Perleberg,"town in Brandenburg state, Germany",Q42744322,http://wikidata.org/entity/Q498540
Q17400032,1,Léon Gandillot,French playwright (1862-1912),Q5,http://wikidata.org/entity/Q17400032
Q18214713,1,,,Q8436,http://wikidata.org/entity/Q18214713
Q2148186,1,,"art & design museum in Providence, Rhode Island",Q207694,http://wikidata.org/entity/Q2148186
Q809600,1,Fogg Museum,"museum in Cambridge, Massachusetts; part of Harvard Art Museums",Q207694,http://wikidata.org/entity/Q809600
Q355201,1,Alvin Plantinga,American Christian philosopher,Q5,http://wikidata.org/entity/Q355201
Q5171438,1,Cornelius Plantinga,American theologian,Q5,http://wikidata.org/entity/Q5171438
Q181725,1,Auch,"commune in Gers, France",Q484170,http://wikidata.org/entity/Q181725
Q26973007,1,professor of philosophy,teacher of philosophy at a university or college,Q28640,http://wikidata.org/entity/Q26973007
Q7228418,1,Pontypridd High School,"school in Rhondda, Cynon, Taff, UK",Q159334,http://wikidata.org/entity/Q7228418
Q98393581,1,cognitive psychologist,profession,Q28640,http://wikidata.org/entity/Q98393581
Q21166956,1,lutenist,musician who plays the lute,Q66715801,http://wikidata.org/entity/Q21166956
Q24067349,1,classical guitarist,guitarist who is formally trained in and/or plays classical music,Q66715801,http://wikidata.org/entity/Q24067349
Q854109,1,Luanshya,city in Zambia,Q515,http://wikidata.org/entity/Q854109
Q76341981,1,Henry Clifford Grayling,Peerage person ID=701559,Q5,http://wikidata.org/entity/Q76341981
Q273015,1,Huriel,"commune in Allier, France",Q484170,http://wikidata.org/entity/Q273015
Q20771242,1,gallerist,owner of a gallery,Q28640,http://wikidata.org/entity/Q20771242
Q1731415,1,Karl Hans Sailer,Austrian journalist (1890–1957),Q5,http://wikidata.org/entity/Q1731415
Q18620874,1,Erna Sailer,Austrian politician,Q5,http://wikidata.org/entity/Q18620874
Q552108,1,Mulfingen,municipality and village in Germany,Q116457956,http://wikidata.org/entity/Q552108
Q258835,1,Ustersbach,municipality of Germany,Q116457956,http://wikidata.org/entity/Q258835
Q1951843,2,Academy of Music in Kraków,"music school in Kraków, Poland",Q184644,http://wikidata.org/entity/Q1951843
Q8385,1,Ostrava,city in Czechia,Q257978,http://wikidata.org/entity/Q8385
Q110042402,1,ancient Near Eastern scholar,,Q28640,http://wikidata.org/entity/Q110042402
Q19361459,1,assyriologist,person who studies ancient Mesopotamian cultures and languages,Q28640,http://wikidata.org/entity/Q19361459
Q1633098,1,Hubert Cancik,German classical philologist and historian of religion,Q5,http://wikidata.org/entity/Q1633098
Q1618319,1,Hildegard Cancik-Lindemaier,German historian of religion and classical philologist,Q5,http://wikidata.org/entity/Q1618319
Q1259489,1,Hermann von Helmholtz-Zentrum für Kulturtechnik,institute,Q1664720,http://wikidata.org/entity/Q1259489
Q1686898,1,Uhland-Gymnasium Tübingen,school in Germany,Q1542966,http://wikidata.org/entity/Q1686898
Q231720,1,Honfleur,"commune in Calvados, France",Q484170,http://wikidata.org/entity/Q231720
Q3449529,1,rue Pierre-Larousse,"street in Paris, France",Q79007,http://wikidata.org/entity/Q3449529
Q467132,1,Arcueil,"commune in Val-de-Marne, France",Q484170,http://wikidata.org/entity/Q467132
Q223140,1,3rd arrondissement of Paris,"one of the 20 administrative districts of Paris, France",Q702842,http://wikidata.org/entity/Q223140
Q23309982,1,Alexander Georg von Humboldt,(1720-1779),Q5,http://wikidata.org/entity/Q23309982
Q1618375,1,Marie-Elisabeth von Humboldt,Mother of Alexander von Humboldt and Wilhelm von Humboldt (1741–1796),Q5,http://wikidata.org/entity/Q1618375
Q514725,1,Landrat,public official in Germany,Q4164871,http://wikidata.org/entity/Q514725
Q57398663,1,administrative lawyer,profession,Q15987302,http://wikidata.org/entity/Q57398663
Q33445973,1,Hoorn,"city in Noord-Holland, the Netherlands",Q13539802,http://wikidata.org/entity/Q33445973
Q145845,1,Doetinchem,"municipality in Gelderland, the Netherlands",Q2039348,http://wikidata.org/entity/Q145845
Q1306223,1,Eindhovens Dagblad,newspaper,Q11032,http://wikidata.org/entity/Q1306223
Q2487606,1,De Revisor,magazine,Q1002697,http://wikidata.org/entity/Q2487606
Q2936361,1,Gymnasium Erasmianum,school in Rotterdam,Q55043,http://wikidata.org/entity/Q2936361
Q984613,1,Kettering,"town in North Northamptonshire, Northamptonshire, England",Q3957,http://wikidata.org/entity/Q984613
Q5597915,1,Gravesend Grammar School,"school in Gravesend, Kent",Q967098,http://wikidata.org/entity/Q5597915
Q16559,1,Austin,"seat of Travis County, and capital of the State of Texas",Q1093829,http://wikidata.org/entity/Q16559
Q222738,1,National Autonomous University of Mexico,public research university in Mexico,Q62078547,http://wikidata.org/entity/Q222738
Q217439,1,University of Hawaiʻi System,college and university system in the U.S. state of Hawaiʻi,Q3918,http://wikidata.org/entity/Q217439
Q65379,1,Virginia Tech,"public university with the main campus in Blacksburg, Virginia",Q3918,http://wikidata.org/entity/Q65379
Q5730087,1,Henry Whitehead,Bishop of Madras; British Anglican colonial bishop,Q5,http://wikidata.org/entity/Q5730087
Q736439,1,Ramsgate,"town in Kent, England, UK",Q3957,http://wikidata.org/entity/Q736439
Q132537,1,Robert Oppenheimer,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",Q5,http://wikidata.org/entity/Q132537
Q378553,1,J. H. C. Whitehead,British mathematician (1904-1960),Q5,http://wikidata.org/entity/Q378553
Q1234937,1,Winchcombe,"town in Tewkesbury, Gloucestershire, England, UK",Q3957,http://wikidata.org/entity/Q1234937
Q4666797,1,Abercanaid,"village in Merthyr Tydfil, Wales, UK",Q532,http://wikidata.org/entity/Q4666797
Q203278,1,Millau,"commune in Aveyron, France",Q484170,http://wikidata.org/entity/Q203278
Q21460425,1,Frank Lisle,British painter and art teacher (1916–1986),Q5,http://wikidata.org/entity/Q21460425
Q2598272,1,University for the Creative Arts,"university in Surrey, UK",Q3918,http://wikidata.org/entity/Q2598272
Q1753535,1,Royal College of Art,"postgraduate art and design university in London, England",Q383092,http://wikidata.org/entity/Q1753535
Q860450,1,Chelsea College of Art and Design,college of the University of the Arts London,Q383092,http://wikidata.org/entity/Q860450
Q4954686,1,Bradford Grammar School,"school in Bradford, UK",Q2418495,http://wikidata.org/entity/Q4954686
Q4954635,1,Bradford College,Yorkshire FE and HE college,Q189004,http://wikidata.org/entity/Q4954635
Q5388890,1,Erik W. Tawaststjerna,"Finnish musicologist, pianist and music teacher",Q5,http://wikidata.org/entity/Q5388890
Q11875134,1,Lauri Tarasti,Finnish lawyer,Q5,http://wikidata.org/entity/Q11875134
Q9384356,1,Aarne Tarasti,Finnish lawyer,Q5,http://wikidata.org/entity/Q9384356
Q712182,1,Henry Eccles,English composer,Q5,http://wikidata.org/entity/Q712182
Q7558592,1,Solomon Eccles,English composer and Quaker,Q5,http://wikidata.org/entity/Q7558592
Q1623314,1,Hofstra University,"university in Nassau County, New York",Q902104,http://wikidata.org/entity/Q1623314
Q648501,1,Asheville,"county seat of Buncombe County, North Carolina, United States",Q1093829,http://wikidata.org/entity/Q648501
Q16556,1,Phoenix,"seat of Maricopa County, largest city in, and capital of, the State of Arizona, United States",Q1093829,http://wikidata.org/entity/Q16556
Q1190812,2,University of New Mexico,"public research university in Albuquerque, New Mexico, United States",Q62078547,http://wikidata.org/entity/Q1190812
Q1888771,1,Manchester Metropolitan University,"university in Manchester, UK",Q875538,http://wikidata.org/entity/Q1888771
Q3506810,1,Sydney College of the Arts,"contemporary art college in Sydney, Australia",Q383092,http://wikidata.org/entity/Q3506810
Q7932633,1,Vinnes,"village in Austevoll, Norway",Q486972,http://wikidata.org/entity/Q7932633
Q138609081,1,Gunnar Bjørkøy,,Q5,http://wikidata.org/entity/Q138609081
Q11982779,1,Kåre Bjørkøy,Norwegian singer and professor,Q5,http://wikidata.org/entity/Q11982779
Q15733585,1,Svein Bjørkøy,Norwegian singer and professor,Q5,http://wikidata.org/entity/Q15733585
Q11982060,1,Kristian Krokslett,Norwegian opera singer,Q5,http://wikidata.org/entity/Q11982060
Q17120229,1,Leis Schjelderup,Norwegian painter (1856–1933),Q5,http://wikidata.org/entity/Q17120229
Q64071015,1,Georg Elias Schjelderup,Norwegian painter,Q5,http://wikidata.org/entity/Q64071015
Q2415,1,Kristiansand,municipality of Agder county in Southern Norway,Q755707,http://wikidata.org/entity/Q2415
Q503628,1,Benediktbeuern,municipality of Germany,Q116457956,http://wikidata.org/entity/Q503628
Q6897579,1,Mon Schjelderup,Pianist and composer,Q5,http://wikidata.org/entity/Q6897579
Q183478,1,Ægidius Elling,Norwegian inventor,Q5,http://wikidata.org/entity/Q183478
Q18433672,1,Jacoba Elling,,Q5,http://wikidata.org/entity/Q18433672
Q20874131,1,Marta Vestby,Norwegian soprano,Q5,http://wikidata.org/entity/Q20874131
Q1660290,1,Ludvig Mathias Lindeman,Norwegian composer and organist (1812-1887),Q5,http://wikidata.org/entity/Q1660290
Q113571,1,Førde,"former municipality in Sogn og Fjordane, Norway",Q18663579,http://wikidata.org/entity/Q113571
Q11967701,1,Erik Eggen,Norwegian philologist and composer (1877-1957),Q5,http://wikidata.org/entity/Q11967701
Q184579,1,Bolton,"town in Greater Manchester, in the North West of England",Q3957,http://wikidata.org/entity/Q184579
Q609698,1,Lorain,"city in Lorain County, Ohio, United States",Q1093829,http://wikidata.org/entity/Q609698
Q736131,1,Alblasserdam,"town and municipality in South Holland, the Netherlands",Q2039348,http://wikidata.org/entity/Q736131
Q3030263,1,Spaubeek,"village in Beek, Netherlands",Q532,http://wikidata.org/entity/Q3030263
Q187796,1,Orange,"commune in Vaucluse, France",Q484170,http://wikidata.org/entity/Q187796
Q173292,1,Capri,island near Naples,Q23442,http://wikidata.org/entity/Q173292
Q3013982,1,Daniel Ducommun de Locle,French sculptor (1804-1884),Q5,http://wikidata.org/entity/Q3013982
Q149419,1,Munster,"commune in Haut-Rhin, France",Q484170,http://wikidata.org/entity/Q149419
Q7593821,1,"St Joseph's Academy, Blackheath","academy in Blackheath, London, London",Q3914,http://wikidata.org/entity/Q7593821
Q7432601,1,School of the Art Institute of Chicago,university and independent school of art and design,Q383092,http://wikidata.org/entity/Q7432601
Q1145497,1,Curtin University,"university in Perth, Western Australia",Q875538,http://wikidata.org/entity/Q1145497
Q362708,1,Dourbes,"section of Viroinval, Wallonia, Belgium",Q486972,http://wikidata.org/entity/Q362708
Q2893717,1,Beez,"section of Namur, Wallonia",Q2785216,http://wikidata.org/entity/Q2893717
Q1682705,1,"Philipp Fahrbach, Sr.",Austrian composer (1815–1885),Q5,http://wikidata.org/entity/Q1682705
Q609134,1,Joinville-le-Pont,"commune in Val-de-Marne, France",Q484170,http://wikidata.org/entity/Q609134
Q1101374,1,Flin,"commune in Meurthe-et-Moselle, France",Q484170,http://wikidata.org/entity/Q1101374
Q3371517,1,Paul Jaspar,Belgian architect (1859–1945),Q5,http://wikidata.org/entity/Q3371517
Q38027981,1,Marcel Jaspar,"(Belgian, 1886–1952)",Q5,http://wikidata.org/entity/Q38027981
Q5627,1,Ulyanovsk,"city in Ulyanovsk Oblast, Russia",Q7930989,http://wikidata.org/entity/Q5627
Q6393,1,Brive-la-Gaillarde,"French commune in Corrèze, Nouvelle-Aquitaine",Q484170,http://wikidata.org/entity/Q6393
Q284910,1,Saint-Amant-Tallende,"commune in Puy-de-Dôme, France",Q484170,http://wikidata.org/entity/Q284910
Q3546255,1,oceanographer,scientist who studies oceans,Q28640,http://wikidata.org/entity/Q3546255
Q1515048,1,Naval Postgraduate School,"military university in Monterey, California, USA",Q137222271,http://wikidata.org/entity/Q1515048
Q559549,1,United States Naval Academy,"U.S. Navy federal service academy in the Annapolis, Maryland area",Q1898357,http://wikidata.org/entity/Q559549
Q3041247,1,Duncan,"city and county seat of Stephens County, Oklahoma, United States",Q1093829,http://wikidata.org/entity/Q3041247
Q500606,1,University of South Florida,"public university in Tampa, Florida, United States",Q875538,http://wikidata.org/entity/Q500606
Q911096,1,S. N. Behrman,American writer (1893–1973),Q5,http://wikidata.org/entity/Q911096
Q18383,2,Providence,"capital city of Rhode Island, United States",Q1549591,http://wikidata.org/entity/Q18383
Q273542,1,French School of Rome,"French research institute of history, archaeology and social sciences based in Rome, Italy",Q31855,http://wikidata.org/entity/Q273542
Q892526,1,Groningen,municipality in the Netherlands,Q2039348,http://wikidata.org/entity/Q892526
Q109117353,1,Ernest Paumen,,Q5,http://wikidata.org/entity/Q109117353
Q103801,1,East Prussia,province of Prussia,Q574299,http://wikidata.org/entity/Q103801
Q109533,1,Josef Simon,German philosopher (1930-2016),Q5,http://wikidata.org/entity/Q109533
Q107974979,1,Brigitte Scheer,German philosopher,Q5,http://wikidata.org/entity/Q107974979
Q107146,1,Alameda County,"county in California, United States",Q13212489,http://wikidata.org/entity/Q107146
Q2511632,1,Grantchester,"village in Cambridgeshire, England, UK",Q532,http://wikidata.org/entity/Q2511632
Q297302,1,William Bateson,British geneticist and biologist (1861-1926),Q5,http://wikidata.org/entity/Q297302
Q136442645,1,Beatrice Bateson,British researcher,Q5,http://wikidata.org/entity/Q136442645
Q452751,1,Richard Bandler,American author and trainer in the field of self-help,Q5,http://wikidata.org/entity/Q452751
Q180099,1,Margaret Mead,American anthropologist (1901-1978),Q5,http://wikidata.org/entity/Q180099
Q242757,1,Oerlinghausen,"town in Northrhine-Westfalia, Germany",Q42744322,http://wikidata.org/entity/Q242757
Q94736779,2,Suja Stockhausen,,Q5,http://wikidata.org/entity/Q94736779
Q94736780,2,Christel Stockhausen,,Q5,http://wikidata.org/entity/Q94736780
Q325094,1,Hans Leygraf,"Swedish composer, pianist and music educator",Q5,http://wikidata.org/entity/Q325094
Q1505824,1,Georg Sava,German pianist and university teacher,Q5,http://wikidata.org/entity/Q1505824
Q64691026,1,Arthur Harald Bosse,,Q5,http://wikidata.org/entity/Q64691026
Q128159626,1,Henriette Feodorovna Bosse,1866-,Q5,http://wikidata.org/entity/Q128159626
Q1866968,1,Gulf Stream,"town in Palm Beach County, Florida, United States",Q15127012,http://wikidata.org/entity/Q1866968
Q67206329,1,Hermann Asemissen,German translator,Q5,http://wikidata.org/entity/Q67206329
Q242703,1,Grottaferrata,Italian comune,Q747074,http://wikidata.org/entity/Q242703
Q31521097,1,Sint-Niklaas,"city in Sint-Niklaas municipality, Belgium",Q3957,http://wikidata.org/entity/Q31521097
Q165736,1,Doesburg,"city and municipality in Gelderland, the Netherlands",Q707813,http://wikidata.org/entity/Q165736
Q1569495,1,lecturer,expert who is hired to teach on a full or part time basis,Q4164871,http://wikidata.org/entity/Q1569495
Q16744668,1,physical chemist,chemist who studies how matter behaves on a molecular and atomic level and how chemical reactions occur,Q28640,http://wikidata.org/entity/Q16744668
Q7044,1,Oberursel (Taunus),"city in Hochtaunuskreis in Hesse, Germany",Q42744322,http://wikidata.org/entity/Q7044
Q554758,1,Elsteraue,"municipality in Saxony-Anhalt, Germany",Q116457956,http://wikidata.org/entity/Q554758
Q3126,1,Erlangen,"city in Bavaria, Germany",Q1549591,http://wikidata.org/entity/Q3126
Q6832,1,Ravensburg,"town in Upper Swabia, Germany",Q896881,http://wikidata.org/entity/Q6832
Q2213391,1,Croydon,"town in South London, England",Q18511725,http://wikidata.org/entity/Q2213391
Q6145127,1,James Ward,English psychologist (1843–1925),Q5,http://wikidata.org/entity/Q6145127
Q279000,1,South Shields,"town in Tyne and Wear, England, UK",Q3957,http://wikidata.org/entity/Q279000
Q106281,1,Tarnów,City with powiat rights of Poland,Q925381,http://wikidata.org/entity/Q106281
Q17488363,1,economic historian,scholar who is engaged in economic history,Q28640,http://wikidata.org/entity/Q17488363
Q2081,1,Roseto degli Abruzzi,Italian comune,Q747074,http://wikidata.org/entity/Q2081
Q113063,1,Ignaz Lachner,German composer and conductor (1807-1895),Q5,http://wikidata.org/entity/Q113063
Q91956,1,Robert Curjel,German-Swiss architect,Q5,http://wikidata.org/entity/Q91956
Q830540,1,Georges Huisman,French politician (1889-1957),Q5,http://wikidata.org/entity/Q830540
Q59531633,1,Marcelle Huisman,"born:1898|died:1995-04-18|; Huisman, Marcelle",Q5,http://wikidata.org/entity/Q59531633
Q3577716,1,École alsacienne,private school located in the 6th arrondissement of Paris,Q3914,http://wikidata.org/entity/Q3577716
Q273535,1,HEC Paris,"business school in Paris, France",Q847027,http://wikidata.org/entity/Q273535
Q3268857,1,Lycée Montaigne,"secondary school in Paris, France",Q2511322,http://wikidata.org/entity/Q3268857
Q828625,1,Villebon-sur-Yvette,"commune in Essonne, France",Q484170,http://wikidata.org/entity/Q828625
Q751126,1,Épineuil-le-Fleuriel,"commune in Cher, France",Q484170,http://wikidata.org/entity/Q751126
Q622906,1,University of Technology of Compiègne,French institute of technology,Q1371037,http://wikidata.org/entity/Q622906
Q1665109,1,Institut national de l'audiovisuel,"French public cultural undertaking responsible for preserving, promoting, and broadcasting the French audiovisual heritage",Q1664720,http://wikidata.org/entity/Q1665109
Q855091,1,guitarist,musician who plays the guitar,Q66715801,http://wikidata.org/entity/Q855091
Q450870,1,Chaya Czernowin,Israeli composer and academic,Q5,http://wikidata.org/entity/Q450870
Q59496158,1,not yet determined,"entity for which the value has not been determined yet (for ""cannot be determined"" use unknown/Q24238356)",Q2995644,http://wikidata.org/entity/Q59496158
Q7851551,1,Tufts University School of Medicine,American medical school in Massachusetts,Q494230,http://wikidata.org/entity/Q7851551
Q52226365,1,Henry Ware Eliot,"(1879-1947), Writer and archaeologist; brother of Thomas Stearns ('T.S.') Eliot",Q5,http://wikidata.org/entity/Q52226365
Q96076034,1,Ada Eliot,(1869-1943),Q5,http://wikidata.org/entity/Q96076034
Q96076039,1,Marian Cushing Eliot,(1877-1963),Q5,http://wikidata.org/entity/Q96076039
Q96076036,1,Margaret Dawes Eliot,(1871-1956),Q5,http://wikidata.org/entity/Q96076036
Q96076040,1,Theodora Sterling Eliot,,Q5,http://wikidata.org/entity/Q96076040
Q96076038,1,Charlotte Eliot,(1874-1926),Q5,http://wikidata.org/entity/Q96076038
Q5729871,1,Henry Ware Eliot,American businessman (1843-1919),Q5,http://wikidata.org/entity/Q5729871
Q5085873,1,Charlotte Champe Stearns,American poet,Q5,http://wikidata.org/entity/Q5085873
Q239123,1,Ermont,"commune in Val-d'Oise, France",Q484170,http://wikidata.org/entity/Q239123
Q5737666,1,Malte Forssell,Swedish film producer,Q5,http://wikidata.org/entity/Q5737666
Q1806201,1,Lars Forssell,"Swedish writer, member of the Swedish Academy (1928-2007)",Q5,http://wikidata.org/entity/Q1806201
Q154728,1,Toul,"commune in Meurthe-et-Moselle, France",Q484170,http://wikidata.org/entity/Q154728
Q19997503,1,Edward Waldo Forbes,Harvard art historian and director of the Fogg Art Museum (1873–1969),Q5,http://wikidata.org/entity/Q19997503
Q871356,1,Bleiburg,"municipality in Völkermarkt District, Carinthia, Austria",Q667509,http://wikidata.org/entity/Q871356
Q4178004,1,publicist,"person who manages publicity for a public figure, a business or a work",Q28640,http://wikidata.org/entity/Q4178004
Q533652,1,Nordrach,municipality in Germany,Q116457956,http://wikidata.org/entity/Q533652
Q41795663,1,Louis Nalpas,French film producer,Q5,http://wikidata.org/entity/Q41795663
Q6761157,1,Maria Duchêne,French opera singer,Q5,http://wikidata.org/entity/Q6761157
Q5933336,1,Hughes STEM High School,"public high school in Cincinnati, Ohio, United States",Q9826,http://wikidata.org/entity/Q5933336
Q1849843,1,Xavier University,"Jesuit university located in Cincinnati, Ohio, United States",Q902104,http://wikidata.org/entity/Q1849843
Q591115,1,University of Haifa,Israeli University in Haifa,Q62078547,http://wikidata.org/entity/Q591115
Q1340677,1,John R. Pierce,"American electrical engineer, acoustics expert, and author (1910–2002)",Q5,http://wikidata.org/entity/Q1340677
Q932756,1,Roger Shepard,American psychologist (1929–2022),Q5,http://wikidata.org/entity/Q932756
Q1414932,1,tenor saxophone,type of saxophone,Q110295396,http://wikidata.org/entity/Q1414932
Q73074,1,Stadskanaal,municipality in the Netherlands,Q2039348,http://wikidata.org/entity/Q73074
Q665534,1,Kössen,"municipality in Kitzbühel District, Tyrol, Austria",Q1802801,http://wikidata.org/entity/Q665534
Q1849663,1,Heestert,"section of Zwevegem, Belgium",Q2785216,http://wikidata.org/entity/Q1849663
Q75621627,1,Adrian Bryan Poole,(born 1927),Q5,http://wikidata.org/entity/Q75621627
Q75621629,1,Philippa Curlewis,Peerage person ID=251167,Q5,http://wikidata.org/entity/Q75621629
Q1987548,1,Mason,"city and Seat of Ingham County, Michigan, United States",Q1093829,http://wikidata.org/entity/Q1987548
Q59780950,1,Louis Marrou,,Q5,http://wikidata.org/entity/Q59780950
Q19350898,1,theoretical physicist,physicist who studies theoretical physics,Q28640,http://wikidata.org/entity/Q19350898
Q179585,1,Ploiești,"city in Prahova County, Romania",Q640364,http://wikidata.org/entity/Q179585
Q538452,1,Babeș-Bolyai University,university in Romania,Q3918,http://wikidata.org/entity/Q538452
Q8962205,1,Francesc Queralt,Spanish composer (1740-1825),Q5,http://wikidata.org/entity/Q8962205
Q11927908,1,Joan Quintana,Spanish composer (1775-1860),Q5,http://wikidata.org/entity/Q11927908
Q59490123,1,Bru Pagueras,Spanish composer (1753-1836),Q5,http://wikidata.org/entity/Q59490123
Q215793,1,chapelmaster,"leader of a musical ensemble, often smaller ones used for TV, radio, and theatres, originally for chapels",Q4164871,http://wikidata.org/entity/Q215793
Q1900701,1,Sanaüja,"human settlement in Segarra, Ponent, Lleida Province, Spain",Q33146843,http://wikidata.org/entity/Q1900701
Q14918224,1,Ramon Aleix i Batlle,Spanish chapel master and composer (1784-1850),Q5,http://wikidata.org/entity/Q14918224
Q11927217,1,Jaume-Joan Lleys i Agramont,Spanish composer (1803-1853),Q5,http://wikidata.org/entity/Q11927217
Q71031,1,Robert Bunsen,German chemist (1811-1899),Q5,http://wikidata.org/entity/Q71031
Q65813,1,Hermann Franz Moritz Kopp,German chemist (1817–1892),Q5,http://wikidata.org/entity/Q65813
Q5484342,1,Franciszka Arnsztajnowa,"Polish poet, playwright, and translator",Q5,http://wikidata.org/entity/Q5484342
Q135511213,1,Henriette Brauman,Sister of Emile Meyerson,Q5,http://wikidata.org/entity/Q135511213
Q37333,1,Lublin,capital of Lublin Voivodeship in eastern Poland,Q925381,http://wikidata.org/entity/Q37333
Q11766887,1,Malwina Meyerson,Polish writer and mother of Emile Meyerson,Q5,http://wikidata.org/entity/Q11766887
Q11767994,1,Marek Arnsztajn,Polish physician,Q5,http://wikidata.org/entity/Q11767994
Q135527122,1,Nicodème Julien Brauman,Brother-in-law of Emile Meyerson,Q5,http://wikidata.org/entity/Q135527122
Q273779,1,Saint-Louis,city and regional capital in Senegal,Q515,http://wikidata.org/entity/Q273779
Q219045,1,Longjumeau,"commune in Essonne, France",Q484170,http://wikidata.org/entity/Q219045
Q95115411,1,,,Q180958,http://wikidata.org/entity/Q95115411
Q120325722,1,music printer,printer of sheet music,Q28640,http://wikidata.org/entity/Q120325722
Q491132,1,Santa Clarita,"city in Los Angeles County, California, USA",Q13218357,http://wikidata.org/entity/Q491132
Q124623540,1,Alméric Berthier de Lasalle,,Q5,http://wikidata.org/entity/Q124623540
Q899758,1,violist,person who plays the viola (braccio),Q28640,http://wikidata.org/entity/Q899758
Q22998148,1,Charles Trumbull,Nonjuring Church of England clergyman,Q5,http://wikidata.org/entity/Q22998148
Q5330689,1,Easthampstead Park,victorian mansion in the English county of Berkshire,Q1343246,http://wikidata.org/entity/Q5330689
Q75817247,1,William Trumbull,Peerage person ID=345926,Q5,http://wikidata.org/entity/Q75817247
Q75817324,1,Elizabeth Weckerlin,Peerage person ID=345953,Q5,http://wikidata.org/entity/Q75817324
Q44564,1,Charleston,"capital city of West Virginia, United States",Q1093829,http://wikidata.org/entity/Q44564
Q1185729,1,Stroudsburg,"borough in Monroe County, Pennsylvania, United States",Q777120,http://wikidata.org/entity/Q1185729
Q663625,1,St. John's College,liberal arts college with two campuses at Annapolis and Santa Fe,Q6540832,http://wikidata.org/entity/Q663625
Q6577236,1,Yehuda Pinchover,Israeli mathematician,Q5,http://wikidata.org/entity/Q6577236
Q7061434,1,Eliezer Pinczower,Israeli educator,Q5,http://wikidata.org/entity/Q7061434
Q164028,2,University of Guadalajara,university in Mexico,Q875538,http://wikidata.org/entity/Q164028
Q1553,1,Nebraska,state of the United States of America,Q35657,http://wikidata.org/entity/Q1553
Q99451671,1,Raymond Haggh,music professor (1920-2011),Q5,http://wikidata.org/entity/Q99451671
Q99453381,1,Hilde Wentzlaff-Eggebert,,Q5,http://wikidata.org/entity/Q99453381
Q1353679,1,University of Nebraska–Lincoln,"public university in Lincoln, Nebraska, United States",Q875538,http://wikidata.org/entity/Q1353679
Q18330716,1,Kunstgewerbeschule Zürich,,Q2385804,http://wikidata.org/entity/Q18330716
Q75090,1,Adele Schopenhauer,German writer (1797-1849),Q5,http://wikidata.org/entity/Q75090
Q22681132,1,Heinrich Floris Schopenhauer,father of Arthur and Adele Schopenhauer (1747-1805),Q5,http://wikidata.org/entity/Q22681132
Q61440,1,Johanna Schopenhauer,German writer (1766-1838),Q5,http://wikidata.org/entity/Q61440
Q731805,1,Jawor,city and urban gmina of Poland,Q2616791,http://wikidata.org/entity/Q731805
Q2389241,1,Overschie,"district of Rotterdam, Netherlands",Q2983893,http://wikidata.org/entity/Q2389241
Q9906,1,Blaricum,"town and municipality in Noord-Holland, the Netherlands",Q2039348,http://wikidata.org/entity/Q9906
Q1220238,1,Diederik Korteweg,Dutch mathematician (*1848 – †1941),Q5,http://wikidata.org/entity/Q1220238
Q641771,1,Arend Heyting,Dutch mathematician and logician (1898-1980),Q5,http://wikidata.org/entity/Q641771
Q452576,1,David van Dantzig,Dutch mathematician (1900–1959),Q5,http://wikidata.org/entity/Q452576
Q1330634,1,University of Brasília,"public, federal university in Brasília, Federal District, Brazil",Q875538,http://wikidata.org/entity/Q1330634
Q586904,1,Federal University of Rio de Janeiro,university in Brazil,Q875538,http://wikidata.org/entity/Q586904
Q2165741,1,Ronald S. Stroud,Canadian archaeologist (1933-2021),Q5,http://wikidata.org/entity/Q2165741
Q3551402,1,De Montfort University,"university in Leicester, UK",Q875538,http://wikidata.org/entity/Q3551402
Q1159037,1,Dan Constantinescu,Romanian composer (1931–1993),Q5,http://wikidata.org/entity/Q1159037
Q641181,1,Chambray-lès-Tours,"French commune in Indre-et-Loire, Centre-Val de Loire",Q484170,http://wikidata.org/entity/Q641181
Q5373224,1,Emmanuel Fauré-Frémiet,French biologist (1883–1971),Q5,http://wikidata.org/entity/Q5373224
Q399342,1,Bougival,"commune in Yvelines, France",Q484170,http://wikidata.org/entity/Q399342
